8	1.432	8711	5376	3823	46	28	21	2.43989e-16	3.86507e-15	3.67193e-15	1.535	3938	8348	389	22	43	2	1.78811e-17	3.57422e-15	-1.10619e-15	1.844	5167	6679	9872	28	31	49	-8.71596e-17	-3.81083e-15	-4.2607e-17	1.105	4134	3623	2945	23	16	16	1.42081e-16	-1.31035e-15	1.85189e-15	1.435	-8617	3077	4471	-41	14	21	-3.53739e-16	-4.37834e-16	-3.27276e-15	1.77	-5685	-232	8526	-26	-1	44	3.34995e-16	-2.66377e-15	1.65424e-15	1.396	4562	3827	-7721	25	19	-39	-2.71601e-16	-7.42175e-17	-1.21108e-15	1.095	5960	6378	8668	32	33	41	-2.64466e-17	8.5772e-16	-1.54543e-15	
8	1.432	4.60087e+07	2.80054e+07	2.10038e+07	46	28	21	-4.51226e-25	1.82215e-26	1.45503e-25	1.535	2.20039e+07	4.30083e+07	2.00039e+06	22	43	2	7.86866e-26	-2.59589e-25	2.33452e-25	1.844	2.80052e+07	3.10067e+07	4.90099e+07	28	31	49	6.86474e-25	2.7604e-25	-1.73731e-24	1.105	2.30041e+07	1.60036e+07	1.60029e+07	23	16	16	1.09163e-25	2.5277e-25	1.14333e-25	1.435	-4.10086e+07	1.40031e+07	2.10045e+07	-41	14	21	2.06752e-25	-5.6076e-26	1.22032e-25	1.77	-2.60057e+07	-1.00023e+06	4.40085e+07	-26	-1	44	7.01689e-26	1.65949e-25	-1.79662e-25	1.396	2.50046e+07	1.90038e+07	-3.90077e+07	25	19	-39	-1.34944e-26	3.57968e-26	1.80203e-25	1.095	3.2006e+07	3.30064e+07	4.10087e+07	32	33	41	-6.86524e-25	-4.33113e-25	1.12144e-24	
8	1.432	9.20087e+07	5.60054e+07	4.20038e+07	46	28	21	-1.12807e-25	4.55508e-27	3.63769e-26	1.535	4.40039e+07	8.60083e+07	4.00039e+06	22	43	2	1.96715e-26	-6.48966e-26	5.83628e-26	1.844	5.60052e+07	6.20067e+07	9.80099e+07	28	31	49	1.71605e-25	6.90187e-26	-4.34307e-25	1.105	4.60041e+07	3.20036e+07	3.20029e+07	23	16	16	2.72903e-26	6.31924e-26	2.85837e-26	1.435	-8.20086e+07	2.80031e+07	4.20045e+07	-41	14	21	5.16878e-26	-1.40185e-26	3.0508e-26	1.77	-5.20057e+07	-2.00023e+06	8.80085e+07	-26	-1	44	1.75425e-26	4.14867e-26	-4.49154e-26	1.396	5.00046e+07	3.80038e+07	-7.80077e+07	25	19	-39	-3.37361e-27	8.94916e-27	4.50506e-26	1.095	6.4006e+07	6.60064e+07	8.20087e+07	32	33	41	-1.71616e-25	-1.08287e-25	2.8034e-25	
8	1.432	1.38009e+08	8.40054e+07	6.30038e+07	46	28	21	-5.01365e-26	2.02443e-27	1.61677e-26	1.535	6.60039e+07	1.29008e+08	6.00039e+06	22	43	2	8.74285e-27	-2.88429e-26	2.5939e-26	1.844	8.40052e+07	9.30067e+07	1.4701e+08	28	31	49	7.62666e-26	3.06762e-26	-1.93022e-25	1.105	6.90041e+07	4.80036e+07	4.80029e+07	23	16	16	1.2129e-26	2.80855e-26	1.27039e-26	1.435	-1.23009e+08	4.20031e+07	6.30045e+07	-41	14	21	2.29723e-26	-6.23036e-27	1.35591e-26	1.77	-7.80057e+07	-3.00023e+06	1.32009e+08	-26	-1	44	7.79672e-27	1.84385e-26	-1.99624e-26	1.396	7.50046e+07	5.70038e+07	-1.17008e+08	25	19	-39	-1.49938e-27	3.9774e-27	2.00225e-26	1.095	9.6006e+07	9.90064e+07	1.23009e+08	32	33	41	-7.62715e-26	-4.81288e-26	1.24593e-25	
8	1.432	1.84009e+08	1.12005e+08	8.40038e+07	46	28	21	-2.82018e-26	1.13873e-27	9.09436e-27	1.535	8.80039e+07	1.72008e+08	8.00039e+06	22	43	2	4.91785e-27	-1.62241e-26	1.45907e-26	1.844	1.12005e+08	1.24007e+08	1.9601e+08	28	31	49	4.28994e-26	1.72557e-26	-1.08574e-25	1.105	9.20041e+07	6.40036e+07	6.40029e+07	23	16	16	6.82251e-27	1.57981e-26	7.14598e-27	1.435	-1.64009e+08	5.60031e+07	8.40045e+07	-41	14	21	1.29219e-26	-3.50455e-27	7.62699e-27	1.77	-1.04006e+08	-4.00023e+06	1.76009e+08	-26	-1	44	4.38567e-27	1.03716e-26	-1.12289e-26	1.396	1.00005e+08	7.60038e+07	-1.56008e+08	25	19	-39	-8.43403e-28	2.23729e-27	1.12626e-26	1.095	1.28006e+08	1.32006e+08	1.64009e+08	32	33	41	-4.29021e-26	-2.70728e-26	7.00825e-26	
8	1.432	2.30009e+08	1.40005e+08	1.05004e+08	46	28	21	-1.80492e-26	7.28784e-28	5.82041e-27	1.535	1.10004e+08	2.15008e+08	1.00004e+07	22	43	2	3.14742e-27	-1.03834e-26	9.33802e-27	1.844	1.40005e+08	1.55007e+08	2.4501e+08	28	31	49	2.74554e-26	1.10438e-26	-6.94872e-26	1.105	1.15004e+08	8.00036e+07	8.00029e+07	23	16	16	4.3664e-27	1.01108e-26	4.57343e-27	1.435	-2.05009e+08	7.00031e+07	1.05004e+08	-41	14	21	8.27002e-27	-2.24291e-27	4.88127e-27	1.77	-1.30006e+08	-5.00023e+06	2.20009e+08	-26	-1	44	2.80683e-27	6.63782e-27	-7.18647e-27	1.396	1.25005e+08	9.50038e+07	-1.95008e+08	25	19	-39	-5.39778e-28	1.43186e-27	7.20808e-27	1.095	1.60006e+08	1.65006e+08	2.05009e+08	32	33	41	-2.74571e-26	-1.73268e-26	4.48525e-26	
8	1.432	2.76009e+08	1.68005e+08	1.26004e+08	46	28	21	-1.25342e-26	5.06097e-28	4.04196e-27	1.535	1.32004e+08	2.58008e+08	1.20004e+07	22	43	2	2.18571e-27	-7.2107e-27	6.48473e-27	1.844	1.68005e+08	1.86007e+08	2.9401e+08	28	31	49	1.90661e-26	7.66937e-27	-4.82549e-26	1.105	1.38004e+08	9.60036e+07	9.60029e+07	23	16	16	3.03222e-27	7.02138e-27	3.176e-27	1.435	-2.46009e+08	8.40031e+07	1.26004e+08	-41	14	21	5.74307e-27	-1.55757e-27	3.38977e-27	1.77	-1.56006e+08	-6.00023e+06	2.64009e+08	-26	-1	44	1.94919e-27	4.6096e-27	-4.9906e-27	1.396	1.50005e+08	1.14004e+08	-2.34008e+08	25	19	-39	-3.74846e-28	9.94349e-28	5.00561e-27	1.095	1.92006e+08	1.98006e+08	2.46009e+08	32	33	41	-1.90673e-26	-1.20325e-26	3.11474e-26	
8	1.432	3.22009e+08	1.96005e+08	1.47004e+08	46	28	21	-9.20877e-27	3.71825e-28	2.9696e-27	1.535	1.54004e+08	3.01008e+08	1.40004e+07	22	43	2	1.60582e-27	-5.29765e-27	4.76429e-27	1.844	1.96005e+08	2.17007e+08	3.4301e+08	28	31	49	1.40077e-26	5.63467e-27	-3.54525e-26	1.105	1.61004e+08	1.12004e+08	1.12003e+08	23	16	16	2.22775e-27	5.15857e-27	2.33339e-27	1.435	-2.87009e+08	9.80031e+07	1.47004e+08	-41	14	21	4.2194e-27	-1.14434e-27	2.49045e-27	1.77	-1.82006e+08	-7.00023e+06	3.08009e+08	-26	-1	44	1.43206e-27	3.38664e-27	-3.66656e-27	1.396	1.75005e+08	1.33004e+08	-2.73008e+08	25	19	-39	-2.75397e-28	7.30542e-28	3.67759e-27	1.095	2.24006e+08	2.31006e+08	2.87009e+08	32	33	41	-1.40086e-26	-8.84026e-27	2.28837e-26	
8	1.432	3.68009e+08	2.24005e+08	1.68004e+08	46	28	21	-7.05046e-27	2.84678e-28	2.27361e-27	1.535	1.76004e+08	3.44008e+08	1.60004e+07	22	43	2	1.22946e-27	-4.05601e-27	3.64766e-27	1.844	2.24005e+08	2.48007e+08	3.9201e+08	28	31	49	1.07246e-26	4.31407e-27	-2.71433e-26	1.105	1.84004e+08	1.28004e+08	1.28003e+08	23	16	16	1.70562e-27	3.94953e-27	1.7865e-27	1.435	-3.28009e+08	1.12003e+08	1.68004e+08	-41	14	21	3.23047e-27	-8.7613e-28	1.90675e-27	1.77	-2.08006e+08	-8.00023e+06	3.52009e+08	-26	-1	44	1.09642e-27	2.5929e-27	-2.80721e-27	1.396	2.00005e+08	1.52004e+08	-3.12008e+08	25	19	-39	-2.10851e-28	5.59321e-28	2.81565e-27	1.095	2.56006e+08	2.64006e+08	3.28009e+08	32	33	41	-1.07253e-26	-6.76834e-27	1.75203e-26	
8	1.432	4.14009e+08	2.52005e+08	1.89004e+08	46	28	21	-5.57074e-27	2.24931e-28	1.79643e-27	1.535	1.98004e+08	3.87008e+08	1.80004e+07	22	43	2	9.71424e-28	-3.20475e-27	2.8821e-27	1.844	2.52005e+08	2.79007e+08	4.4101e+08	28	31	49	8.47376e-27	3.40866e-27	-2.14465e-26	1.105	2.07004e+08	1.44004e+08	1.44003e+08	23	16	16	1.34765e-27	3.12062e-27	1.41156e-27	1.435	-3.69009e+08	1.26003e+08	1.89004e+08	-41	14	21	2.55247e-27	-6.9225e-28	1.50657e-27	1.77	-2.34006e+08	-9.00023e+06	3.96009e+08	-26	-1	44	8.66309e-28	2.04871e-27	-2.21805e-27	1.396	2.25005e+08	1.71004e+08	-3.51008e+08	25	19	-39	-1.66598e-28	4.41932e-28	2.22471e-27	1.095	2.88006e+08	2.97006e+08	3.69009e+08	32	33	41	-8.47428e-27	-5.34784e-27	1.38432e-26	
